Class,WGS_1984_UTM_49N_x,WGS_1984_UTM_49N_y
4,736817.97909600000,2559344.17469000000
4,741138.73200000000,2560988.79700000000
4,741355.17810000000,2561483.46500000000
4,738748.67320000000,2558414.32700000000
4,725249.12140000000,2554230.39500000000
4,741558.14680000000,2562369.58300000000
4,739041.73640000000,2561554.11000000000
4,742039.72190000000,2562221.41900000000
4,725949.03620000000,2554440.29200000000
4,741041.93800000000,2561053.79500000000
4,740456.14710000000,2560038.23100000000
4,738770.93385700000,2561628.31185000000
4,738011.17620000000,2561657.06500000000
4,725210.74970000000,2554278.60300000000
4,738992.48450000000,2561498.50100000000
4,741563.40810000000,2562414.09200000000
4,739507.65220000000,2558419.48000000000
4,739522.42360000000,2558303.16700000000
4,736046.25450000000,2557876.12600000000
4,745554.16350000000,2560533.36900000000
4,737920.85980000000,2557187.27700000000
4,741026.06240000000,2560952.20600000000
4,741087.90330000000,2560978.22300000000
4,740355.28250000000,2559973.92800000000
4,738514.57530000000,2561540.05400000000
4,730099.54670000000,2560037.94500000000
4,738909.10440000000,2561582.77600000000
4,738184.79272100000,2559203.00033000000
4,735759.76260000000,2557996.71300000000
4,741193.88720000000,2561422.62500000000
4,729968.16803500000,2560175.68878000000
4,735963.39910000000,2557911.72900000000
5,737177.29780000000,2552909.76400000000
5,733370.26370000000,2555241.71900000000
5,731588.83190000000,2554263.82400000000
5,735504.11760000000,2553125.92700000000
5,737413.69440000000,2555025.16700000000
5,738616.93390000000,2555230.42900000000
5,743134.91760000000,2554231.46900000000
5,736099.83600000000,2551876.65800000000
5,741380.12940000000,2555519.78400000000
5,732323.60140000000,2553035.58700000000
5,740191.14720000000,2554524.66000000000
5,744393.84100000000,2555440.06000000000
5,733002.51240000000,2552947.44700000000
5,740642.70260000000,2553451.89700000000
5,732500.51590000000,2555923.79100000000
5,729983.01810000000,2558139.71800000000
5,737125.00770000000,2555760.76200000000
5,737520.64250000000,2554898.64300000000
5,734168.94850000000,2554402.37600000000
5,732000.08820000000,2556648.47900000000
5,738723.22920000000,2555241.93600000000
5,737601.24090000000,2554831.41500000000
5,739465.09970000000,2555055.96200000000
5,738875.66690000000,2555314.15900000000
5,731220.37250000000,2554596.67700000000
5,740795.95370000000,2555821.98900000000
5,736195.02260000000,2552831.35800000000
5,738133.37790000000,2551689.56000000000
5,736745.54770000000,2554485.81300000000
5,738448.26110000000,2554031.81400000000
5,737457.24300000000,2554726.90200000000
5,734337.82460000000,2555069.45300000000
5,738563.48930000000,2554059.66100000000
5,734023.75800000000,2553822.15300000000
5,733190.61040000000,2556788.31500000000
5,739371.20630000000,2555058.86200000000
5,731156.13170000000,2551679.97900000000
5,731095.82930000000,2551864.80300000000
5,737606.18390000000,2555156.65900000000
5,736365.08240000000,2552496.28300000000
5,741040.98770000000,2555585.69200000000
5,731902.58780000000,2555253.91600000000
5,729875.20430000000,2558500.41600000000
5,737333.00910000000,2554635.79300000000
5,738496.18520000000,2554115.73100000000
5,736913.75660000000,2555665.19300000000
5,732428.86080000000,2555713.82300000000
5,738804.88910000000,2555241.51900000000
5,740160.68070000000,2553664.41900000000
5,740344.28580000000,2554645.30300000000
5,732747.02520000000,2556654.86000000000
5,744268.76710000000,2556251.19600000000
5,740421.91290000000,2553821.95500000000
5,731194.03410000000,2554657.52300000000
5,736408.22520000000,2556136.08900000000
5,735394.29000000000,2553173.12000000000
5,736056.80210000000,2553320.15900000000
5,742172.99990000000,2555195.40600000000
5,731811.29410000000,2555549.21500000000
5,731902.40460000000,2555401.43900000000
5,734494.61550000000,2554470.59500000000
5,742553.50560000000,2554162.97100000000
5,738844.96870000000,2554610.64700000000
5,732946.03000000000,2553001.03700000000
5,731445.15550000000,2555416.37000000000
5,737122.47550000000,2555696.10500000000
5,744458.99620000000,2555409.98400000000
5,744404.33620000000,2556134.21800000000
5,737811.05830000000,2554497.23300000000
5,737006.98740000000,2552425.15400000000
5,734177.78500000000,2554497.58400000000
5,730246.73100000000,2556527.79600000000
5,744599.23400000000,2555987.59300000000
5,740451.01950000000,2553826.53000000000
5,738699.94500000000,2554715.95300000000
5,740906.56800000000,2555191.65600000000
5,731743.38240000000,2557589.13400000000
5,737195.68780000000,2554926.36800000000
5,738576.49520000000,2555350.25300000000
5,736100.31730000000,2555767.23700000000
5,738832.67820000000,2554790.32300000000
5,734843.55510000000,2553858.34100000000
5,734886.70670000000,2554017.86700000000
5,740637.30270000000,2555061.21500000000
5,744872.83910000000,2555909.75500000000
5,736173.28580000000,2555774.59300000000
5,729187.34260000000,2554574.44800000000
5,735355.68870000000,2555583.88500000000
5,744780.50030000000,2555827.64600000000
5,740724.80500000000,2553128.74200000000
5,740262.88440000000,2554574.21000000000
5,744602.91260000000,2555504.20900000000
5,730925.09400000000,2556418.62400000000
5,733056.66820000000,2552683.25900000000
5,736765.07240000000,2555960.20700000000
5,741032.66970000000,2552283.97500000000
5,731993.98900000000,2555176.36100000000
5,737011.05650000000,2555772.88500000000
5,741196.07020000000,2552386.99000000000
5,732533.50840000000,2555746.54200000000
5,736824.10480000000,2553024.92800000000
5,736377.77600000000,2555583.75200000000
5,738504.61050000000,2555336.90100000000
5,737278.95830000000,2554679.00300000000
5,739365.40150000000,2555149.36600000000
5,737052.97040000000,2554522.26100000000
5,740386.56050000000,2554661.29300000000
5,737182.81050000000,2555277.94300000000
5,744937.88600000000,2555871.43600000000
5,744958.37620000000,2555935.21300000000
5,744651.88500000000,2555483.44900000000
5,744461.73000000000,2555520.21500000000
5,732318.86060000000,2555710.26900000000
5,736855.61340000000,2553108.61700000000
5,729772.16420000000,2553890.00100000000
5,738292.68530000000,2554509.77600000000
5,737229.66568100000,2551888.43822000000
5,731936.58930000000,2557768.21100000000
5,740299.77940000000,2553583.06500000000
5,740485.36130000000,2552975.03500000000
5,736761.40160000000,2556082.75800000000
5,733616.61510000000,2554161.30700000000
5,732065.41950000000,2552774.03000000000
5,737400.61000000000,2554786.17900000000
5,735980.26690000000,2555654.49100000000
5,744779.89080000000,2555811.52200000000
5,744332.56300000000,2556283.54000000000
5,744440.49240000000,2555350.48100000000
5,731150.02630000000,2554670.09700000000
5,736408.32470000000,2551992.96400000000
5,742599.76720000000,2554366.97400000000
5,730757.02560000000,2556429.93100000000
5,732806.85120000000,2553391.16700000000
5,744904.48400000000,2555846.49600000000
5,734316.16500000000,2553950.31200000000
5,736032.53390000000,2555758.07700000000
5,739770.48320000000,2553684.64900000000
5,736599.91150000000,2553045.28200000000
5,740451.49520000000,2553771.44800000000
5,734285.08530000000,2554437.76500000000
5,739223.30480000000,2559948.72500000000
5,739248.07800000000,2559958.23200000000
5,739262.77270000000,2559940.90600000000
5,738993.86020000000,2560230.65200000000
5,729202.37980000000,2558772.63800000000
5,738038.62000000000,2559507.74900000000
5,729991.34770000000,2558089.53800000000
5,732503.13430000000,2561383.97900000000
5,730017.67350000000,2552670.35000000000
5,739239.12220000000,2560001.21300000000
5,732586.26580000000,2561373.79100000000
5,729801.16180000000,2558990.45800000000
5,738181.87283000000,2559571.75930000000
5,730008.71800000000,2558145.53200000000
5,729844.29840000000,2563167.40800000000
5,729342.85660000000,2550599.33800000000
5,729349.66750000000,2550644.13600000000
5,730050.96870000000,2552616.28400000000
5,739178.88730000000,2559941.65100000000
5,739234.30740000000,2560017.69900000000
5,729903.19340000000,2558563.45700000000
5,739229.70870000000,2560257.72700000000
5,730020.21400000000,2558209.81100000000
5,732458.83570000000,2561302.37500000000
5,740905.93050000000,2558241.12000000000
5,729809.02160000000,2563232.19400000000
5,739226.01190000000,2560314.73900000000
5,739250.75830000000,2559995.81200000000
5,739189.24760000000,2560049.16400000000
5,729830.17860000000,2558464.21000000000
5,729827.34560000000,2563233.79800000000
5,738232.73303600000,2559545.38752000000
5,729568.83560000000,2562353.01000000000
5,738064.36420000000,2559575.35900000000
5,740955.79240000000,2558316.18100000000
5,729809.27860000000,2558982.89100000000
5,738141.80710000000,2559612.00500000000
5,726895.87250000000,2560596.66100000000
5,739242.77010000000,2560282.93600000000
5,730009.06500000000,2558185.89100000000
5,732472.29350000000,2561316.20300000000
5,730052.84720000000,2552665.04900000000
5,739123.06410000000,2560111.12000000000
5,739191.38780000000,2559987.20200000000
5,739178.51228500000,2560266.50735000000
5,740885.09000000000,2558322.77100000000
5,738169.60340000000,2559605.00500000000
5,726892.49690000000,2560628.33800000000
5,729344.97800000000,2550572.59800000000
5,729726.52830000000,2558950.90800000000
5,729250.09050000000,2558789.09300000000
5,729586.85040000000,2562310.73300000000
5,729737.27060000000,2553914.20200000000
5,729592.12000000000,2562354.65600000000
5,739132.94820000000,2560129.42200000000
5,729600.76670000000,2562288.73600000000
5,738074.92680000000,2559581.53200000000
5,739145.04990000000,2560000.80400000000
5,726794.05830000000,2560767.72900000000
5,726876.43770000000,2560701.43300000000
5,729923.43260000000,2563158.11500000000
5,729644.80630000000,2562391.15300000000
5,741738.65960000000,2558361.97400000000
5,726845.80240000000,2560647.85800000000
5,729963.85540000000,2558073.00300000000
5,739003.99740000000,2560135.21100000000
5,729593.04810000000,2562355.05000000000
5,729934.64740000000,2558476.91000000000
5,739116.22322400000,2560179.24805000000
5,732545.05500000000,2561427.36000000000
5,729737.17270000000,2553876.68800000000
5,729965.13240000000,2558191.88900000000
5,741704.39930000000,2558313.18200000000
5,729605.53570000000,2562381.08600000000
5,729632.40640000000,2562379.71400000000
5,729866.52730000000,2558554.13200000000
5,729242.57080000000,2558750.66100000000
5,729897.98280000000,2563275.49500000000
5,726928.98080000000,2560577.78500000000
5,729380.95550000000,2550611.74600000000
5,738071.36180000000,2559559.20900000000
5,738026.05823300000,2559574.12251000000
5,729890.07890000000,2563228.57300000000
5,738106.12590000000,2559573.59200000000
5,738052.93280000000,2559542.24000000000
5,729726.12570000000,2558972.52000000000
5,726868.97520000000,2560717.64100000000
5,739182.72880000000,2560007.72200000000
5,729740.23410000000,2553859.82500000000
5,739036.86540000000,2560284.01900000000
5,730003.33390000000,2558074.28500000000
5,726777.49410000000,2560700.05600000000
5,729385.65260000000,2550679.40700000000
5,729852.09090000000,2563152.60800000000
5,739117.30550000000,2560134.13800000000
5,739016.83860000000,2560195.18200000000
5,738120.08690000000,2559558.88600000000
5,729395.47430000000,2550620.66500000000
5,729872.08400000000,2558478.34300000000
5,739195.24690000000,2559933.05800000000
5,729269.95460000000,2558745.76700000000
5,729763.02010000000,2553900.47600000000
5,730030.51170000000,2552650.92100000000
5,729606.58330000000,2562401.80600000000
5,739099.26750000000,2560021.58700000000
5,739196.98152600000,2560232.16481000000
5,739159.62634600000,2560199.23505000000
5,738422.71780000000,2564742.81200000000
5,738996.35420000000,2560114.56100000000
5,739174.42758600000,2560313.78617000000
5,741777.39310000000,2558323.39900000000
5,739133.77760000000,2559998.50300000000
5,729593.71710000000,2562341.81100000000
5,738449.56440000000,2564655.63600000000
5,739244.11940000000,2560266.25800000000
5,729877.28620000000,2563224.48500000000
5,741735.85690000000,2558260.34600000000
5,729987.59390000000,2558179.38000000000
5,739061.10520000000,2560110.01400000000
5,738254.71692900000,2559604.90851000000
5,729964.26900000000,2558162.17300000000
5,739234.93560000000,2560329.63900000000
5,726808.31200000000,2560597.91500000000
5,732525.38980000000,2561426.58900000000
5,741727.39560000000,2558235.81800000000
5,739100.84430000000,2560244.42700000000
5,738425.47600000000,2564655.26400000000
5,729225.27630000000,2558738.82500000000
5,726862.27320000000,2560711.35200000000
5,726864.47860000000,2560567.54700000000
5,730000.45990000000,2558146.28900000000
5,741680.66630000000,2558308.43700000000
5,738404.19170000000,2564719.73300000000
5,730045.44700000000,2558067.69500000000
5,741684.79340000000,2558366.45500000000
5,739062.62940000000,2560077.65800000000
5,741726.11400000000,2558287.51200000000
5,726775.05370000000,2560706.61600000000
5,732463.03700000000,2561306.77700000000
5,739276.56960500000,2560127.64871000000
5,739216.46890000000,2560348.83900000000
5,738117.68350000000,2559592.29400000000
5,729213.37730000000,2558721.27300000000
5,739228.07980000000,2560339.86100000000
5,729943.83140000000,2563250.78900000000
5,729385.39360000000,2550584.87600000000
5,726893.43070000000,2560654.25200000000
5,738439.07500000000,2564684.44700000000
5,729617.41750000000,2562300.17500000000
5,726893.95600000000,2560617.49600000000
5,729845.80810000000,2563156.48400000000
5,730001.02100000000,2558151.58800000000
5,729732.87680000000,2558964.35900000000
5,729241.35990000000,2558753.28500000000
5,739285.42994300000,2560062.42293000000
5,729339.81940000000,2550620.38100000000
5,729772.56330000000,2553850.28600000000
5,738407.63070000000,2564658.81000000000
5,729935.88310000000,2558475.43600000000
5,739100.17400000000,2560075.14200000000
6,743368.54950000000,2558374.11700000000
6,729013.62920000000,2552539.54400000000
6,738608.95920000000,2564993.46500000000
6,743527.27800000000,2558591.64800000000
6,743420.34160000000,2558278.47500000000
6,731585.91560000000,2553864.99500000000
6,745855.28310000000,2558231.21700000000
6,743666.74490300000,2558422.42509000000
6,729266.23880000000,2553302.71500000000
6,731710.62950000000,2553594.64400000000
6,730117.87500000000,2554186.61300000000
6,728885.00550000000,2552638.61500000000
6,729438.78940000000,2552828.22700000000
6,729269.97460000000,2553204.51100000000
6,729435.71870000000,2552829.00400000000
6,731614.19180000000,2553745.45800000000
6,743341.93500000000,2558383.00600000000
6,743439.77610000000,2558599.32900000000
6,729556.69210000000,2552759.91800000000
6,738501.39480000000,2565130.95500000000
6,743453.67360000000,2558396.21900000000
6,729549.43330000000,2552916.33300000000
6,729258.24460000000,2553186.28600000000
6,729024.26900000000,2552627.98600000000
6,745913.67620000000,2558275.13100000000
6,742845.32550000000,2558166.32500000000
6,738653.40410000000,2565152.91400000000
6,738506.71140000000,2565117.99600000000
6,729271.84295300000,2553372.65853000000
6,743434.21450000000,2558357.67200000000
6,729710.08370000000,2553346.63300000000
6,731676.25410000000,2553728.26800000000
6,730031.79060000000,2553035.88600000000
6,743382.59550000000,2558340.05600000000
6,743631.27900000000,2558275.40700000000
6,743452.00610000000,2558581.00500000000
6,742756.06590000000,2558407.32800000000
6,728516.21300000000,2552954.55200000000
6,729305.80560000000,2553229.73500000000
6,729662.73560000000,2553378.56000000000
6,738181.56030000000,2554059.26600000000
6,729241.87135300000,2553363.13853000000
6,745855.19850000000,2558313.92300000000
6,729624.00160000000,2553330.85400000000
6,743379.99370000000,2558600.74700000000
6,729614.46650000000,2553333.28500000000
6,728889.53630000000,2552567.82200000000
6,743405.19180000000,2558281.02100000000
6,729490.28840000000,2552812.35100000000
6,730079.75960000000,2552963.78200000000
6,743339.04160000000,2558408.30900000000
6,731615.88720000000,2553814.89000000000
6,729606.78990000000,2553285.40000000000
6,729664.98670000000,2553346.42900000000
6,729607.93610000000,2553339.76800000000
6,738573.62970000000,2565112.78700000000
6,743428.06740000000,2558619.59300000000
6,730045.51090000000,2552948.43100000000
6,731770.25020000000,2553484.84400000000
6,731655.10070000000,2553726.20400000000
6,743455.33110000000,2558381.45600000000
6,729114.19959700000,2553324.58979000000
6,730162.00620000000,2552966.93200000000
6,729399.03120000000,2553304.87400000000
6,743555.14080000000,2558591.64600000000
6,743477.14120000000,2558595.47100000000
6,729368.97620000000,2553322.95700000000
6,729335.86180000000,2553202.44700000000
6,730104.96880000000,2554207.52900000000
6,731589.61860000000,2553788.75900000000
6,738628.19590000000,2564955.18700000000
6,745836.61210000000,2558249.16400000000
6,728936.36650000000,2552583.55000000000
6,731708.85060000000,2553601.44300000000
6,728970.69570000000,2552646.30100000000
6,743331.85110000000,2558254.99900000000
6,738161.48910000000,2553953.15300000000
6,738064.12180000000,2554194.21600000000
6,743549.69400000000,2558550.21800000000
6,729388.23150000000,2553306.21700000000
6,743533.31770000000,2558565.62300000000
6,742775.84200000000,2558412.54300000000
6,743591.66990000000,2558319.81400000000
6,731591.80420000000,2553734.07200000000
6,728918.62810000000,2552522.83100000000
6,738567.92080000000,2565146.02300000000
6,738603.42840000000,2565135.02000000000
6,738526.89990000000,2565163.03000000000
6,743532.25320000000,2558596.23000000000
6,743441.19400000000,2558337.54400000000
6,729386.73270000000,2553290.62800000000
6,729513.43370000000,2552746.95500000000
6,738600.84120000000,2564992.14300000000
6,730074.61580000000,2552998.39600000000
6,731580.09460000000,2553716.39100000000
6,738484.09890000000,2565131.00200000000
6,728976.91420000000,2552530.06600000000
6,738009.40120000000,2554186.50500000000
6,743451.30130000000,2558344.54300000000
6,731522.00560000000,2553706.69300000000
6,743274.67430000000,2558411.54800000000
6,728645.47250000000,2552999.11800000000
6,729051.90900000000,2552546.98000000000
6,728844.67070000000,2552572.05900000000
6,742869.36360000000,2558203.03500000000
6,728871.47480000000,2552664.73700000000
6,731645.11130000000,2553737.53300000000
6,738523.74030000000,2565158.60900000000
6,729399.76830000000,2553282.11100000000
6,728933.83520000000,2552650.16100000000
6,728501.06530000000,2552945.11300000000
6,728570.34710000000,2552971.44300000000
6,730034.47070000000,2552993.15400000000
6,729631.07160000000,2553290.41600000000
6,729502.30820000000,2552837.00000000000
6,731687.73510000000,2553730.30400000000
6,742805.68890000000,2558445.74900000000
6,738078.29260000000,2554197.27800000000
6,729072.09260000000,2552527.60200000000
6,737994.71090000000,2554179.52600000000
6,730074.16450000000,2552940.96900000000
6,743283.99894100000,2558494.97739000000
6,743653.21620000000,2558520.46100000000
6,743312.93010000000,2558323.31800000000
6,730110.19760000000,2554200.90300000000
6,730059.35080000000,2552973.31100000000
6,728917.14250000000,2552616.92700000000
6,731642.63020000000,2553695.91500000000
6,743429.03870000000,2558583.96600000000
6,738197.53100000000,2554032.50800000000
6,729274.55820000000,2553152.39100000000
6,729564.88850000000,2552787.44500000000
6,743420.87800000000,2558396.04700000000
6,729645.75160000000,2553358.98800000000
6,729944.65940000000,2552974.04000000000
6,729018.09430000000,2552501.48900000000
6,729269.41890000000,2553185.15300000000
6,729508.18050000000,2552785.57700000000
6,743272.61760000000,2558309.22600000000
6,731587.98450000000,2553691.85200000000
6,738185.04260000000,2553974.08900000000
6,729016.35540000000,2552513.21300000000
6,743614.28140000000,2558569.19900000000
6,730139.42480000000,2552993.48800000000
6,743271.94510000000,2558246.92800000000
6,745919.03210000000,2558331.28000000000
6,729354.95950000000,2553271.72100000000
6,729131.44819700000,2553335.74679000000
6,730078.66890000000,2554200.78300000000
6,729974.39600000000,2553009.17200000000
6,729276.45330000000,2553235.28700000000
6,742839.66170000000,2558202.04400000000
6,728957.27020000000,2552579.47400000000
6,730068.40300000000,2552946.55000000000
6,729529.53240000000,2552850.60400000000
6,730025.56750000000,2552983.56300000000
6,743676.34300000000,2558548.70900000000
6,728904.48940000000,2552598.26000000000
6,743615.18880000000,2558229.23100000000
6,730026.69700000000,2552951.29700000000
6,729652.09630000000,2553313.95600000000
6,729009.69180000000,2552620.58000000000
6,729295.10980000000,2553343.07700000000
6,729626.06720000000,2553292.66800000000
6,729312.57370000000,2553314.63200000000
6,743387.13220000000,2558215.96500000000
6,731588.98040000000,2553724.87700000000
6,728592.03060000000,2552985.49600000000
6,742858.41750000000,2558191.84700000000
6,745865.31930000000,2558392.01700000000
6,743640.51020000000,2558298.32700000000
6,743609.95060000000,2558310.03500000000
6,729933.77200000000,2552896.42000000000
6,729388.98790000000,2553298.60900000000
6,730028.95930000000,2552995.04200000000
6,729308.43910000000,2553296.93400000000
6,745893.28070000000,2558231.19600000000
6,742933.47220000000,2558176.30300000000
6,738511.54280000000,2565160.39500000000
6,738174.58190000000,2553942.73100000000
6,731623.22450000000,2553833.32700000000
6,743392.72120000000,2558620.32900000000
6,731619.08450000000,2553745.13400000000
6,729874.84530000000,2552941.78800000000
6,743426.06220000000,2558392.15300000000
6,729624.00240000000,2553328.76000000000
6,743317.78480000000,2558638.09500000000
6,731569.19120000000,2553734.34000000000
6,729260.64100000000,2553284.40000000000
6,745939.74320000000,2558392.68400000000
6,729230.42281300000,2553177.07936000000
6,745917.49230000000,2558362.12700000000
6,730060.88210000000,2552916.50600000000
6,738596.36040000000,2564966.94000000000
6,738623.55740000000,2565106.42100000000
6,729336.95800000000,2553305.77800000000
6,729050.15620000000,2552593.64700000000
6,728942.27310000000,2552534.74500000000
6,729913.15190000000,2552895.36000000000
6,743630.79030000000,2558266.71400000000
6,742786.55250000000,2558402.34200000000
6,728652.13580000000,2553004.09600000000
6,729312.28360000000,2553249.44900000000
6,729348.85360000000,2553315.27900000000
6,743387.19950000000,2558374.95200000000
6,729670.72300000000,2553339.06500000000
6,729096.63419700000,2553308.73879000000
6,729009.96560000000,2552549.39100000000
6,728879.18890000000,2552637.15600000000
6,729373.19310000000,2553344.07700000000
6,743447.35310000000,2558601.28300000000
6,728945.99870000000,2552482.60800000000
6,741452.46280000000,2559574.56800000000
6,729373.39120000000,2553285.33700000000
6,743254.99810000000,2558326.71100000000
6,745924.26760000000,2558352.13500000000
6,729638.86770000000,2553349.02500000000
6,743630.23200000000,2558562.96300000000
6,745894.18190000000,2558333.72000000000
6,729629.08260000000,2553349.22700000000
6,745865.23270000000,2558361.45100000000
6,743624.28910000000,2558253.27200000000
6,729516.06200000000,2552752.63100000000
6,728990.90680000000,2552499.69800000000
6,729459.24030000000,2552779.09900000000
6,729360.38640000000,2553356.97600000000
6,730021.96930000000,2553009.14500000000
6,738190.03640000000,2553989.04200000000
6,738562.43760000000,2565134.75700000000
6,730023.32230000000,2552886.45800000000
6,745934.20770000000,2558376.71000000000
6,743586.04730000000,2558584.19900000000
6,745648.78332500000,2564273.80619000000
6,745924.24350000000,2558356.10700000000
6,745867.00880000000,2558245.89300000000
6,731558.51120000000,2553884.24800000000
6,730085.58590000000,2552949.59700000000
6,743517.47920000000,2558573.24700000000
6,729399.55680000000,2553241.49300000000
6,743573.67580000000,2558250.49400000000
6,738165.71360000000,2554059.41000000000
6,745689.04338600000,2564222.11261000000
6,729721.55750000000,2553343.08400000000
6,729525.79400000000,2552801.97200000000
6,729292.27805300000,2553384.43353000000
6,729312.22430000000,2553231.20300000000
6,730111.94860000000,2554219.47800000000
6,745602.50570000000,2564254.20900000000
6,729891.27740000000,2552952.77700000000
6,742892.05230000000,2558193.15400000000
6,728589.37930000000,2553028.68100000000
6,743375.66720000000,2558410.74500000000
6,729506.19380000000,2552839.82400000000
6,738184.64040000000,2553963.13300000000
6,728824.09470000000,2552603.13300000000
6,743376.19070000000,2558400.97300000000
6,743495.91270000000,2558590.31100000000
6,742769.22000000000,2558469.30200000000
6,743287.66280000000,2558305.27300000000
6,745888.07440000000,2558244.57100000000
6,728852.15970000000,2552670.03700000000
6,743413.36310000000,2558354.07900000000
6,743390.17500000000,2558263.41800000000
6,729634.56770000000,2553295.13300000000
6,741413.32740000000,2559493.01400000000
6,728519.47900000000,2552949.49000000000
6,729640.76140000000,2553381.26500000000
6,743354.21220000000,2558633.04600000000
6,743359.36200000000,2558593.57300000000
6,728562.09360000000,2552970.59200000000
6,729262.00125300000,2553370.78153000000
6,743634.69930000000,2558289.96700000000
6,738521.80180000000,2565143.82000000000
6,743576.44050000000,2558225.84600000000
6,743531.84970000000,2558561.00500000000
6,730159.38320000000,2552991.38500000000
6,729342.01450000000,2553267.62900000000
6,728549.35620000000,2553025.94200000000
6,729315.94140000000,2553276.74600000000
6,742875.41750000000,2558207.80700000000
6,741375.64600000000,2559559.98500000000
6,743445.28480000000,2558362.50800000000
6,729224.06181300000,2553193.45336000000
6,743406.83470000000,2558388.66000000000
6,743622.82140000000,2558327.16200000000
6,743379.49610000000,2558295.79500000000
6,728955.08860000000,2552613.80600000000
6,729288.82290000000,2553192.35100000000
6,743252.48990000000,2558267.48800000000
6,728860.03100000000,2552505.67500000000
6,729365.30260000000,2553288.01800000000
6,729560.23410000000,2552904.49200000000
6,743499.17520000000,2558306.91300000000
6,728989.45700000000,2552532.45200000000
6,738575.30380000000,2565138.31500000000
6,741447.25140000000,2559591.42600000000
6,738167.87090000000,2553933.94800000000
6,743403.59300000000,2558403.86800000000
6,729020.72090000000,2552594.24600000000
6,729539.67440000000,2552849.18800000000
